"Note: The report represents net sales that are self-reported by retail marijuana licensees. Information is subject to change due to late reports, corrections or audit findings. This file will be updated by approximately the 10th business day of each month.       ",,,
Last Update: 04/06/2021,,,
,,,
License Number,Reporting Period, Total Sales , Excise Tax Due 
413551,2019-07," 142,450 "," 52,706 "
413558,2019-07," 296,123 "," 109,565 "
413570,2019-07," 400,546 "," 148,202 "
413586,2019-07," 106,536 "," 39,418 "
413596,2019-07," 165,850 "," 61,365 "
413600,2019-07," 128,499 "," 47,545 "
413677,2019-07," 89,252 "," 33,023 "
413683,2019-07," 663,834 "," 245,619 "
413692,2019-07," 444,926 "," 164,622 "
413727,2019-07," 186,754 "," 69,099 "
413729,2019-07," 161,032 "," 59,582 "
413732,2019-07," 453,944 "," 167,959 "
413739,2019-07," 506,737 "," 187,493 "
413762,2019-07," 147,587 "," 54,607 "
413773,2019-07," 122,094 "," 45,175 "
413791,2019-07," 319,884 "," 118,357 "
413798,2019-07," 182,234 "," 67,426 "
413801,2019-07," 65,500 "," 24,235 "
413802,2019-07," 98,569 "," 36,470 "
413803,2019-07," 248,067 "," 91,785 "
413805,2019-07," 18,057 "," 6,681 "
413809,2019-07," 195,376 "," 72,289 "
413812,2019-07," 180,774 "," 66,887 "
413813,2019-07," 318,187 "," 117,729 "
413843,2019-07," 117,213 "," 43,369 "
413846,2019-07," 10,683 "," 3,953 "
413870,2019-07," 239,014 "," 88,435 "
413886,2019-07," 131,733 "," 48,741 "
413893,2019-07," 389,834 "," 144,239 "
413901,2019-07," 171,156 "," 63,328 "
413930,2019-07," 84,949 "," 31,431 "
413994,2019-07," 87,771 "," 32,475 "
414002,2019-07," 188,119 "," 69,604 "
414060,2019-07," 190,381 "," 70,441 "
414065,2019-07," 179,269 "," 66,330 "
414103,2019-07," 532,142 "," 196,892 "
414160,2019-07," 156,902 "," 58,054 "
414174,2019-07," 316,347 "," 117,049 "
414181,2019-07," 367,473 "," 135,965 "
414211,2019-07," 522,667 "," 193,387 "
414216,2019-07," 18,765 "," 6,943 "
414225,2019-07," 210,523 "," 77,894 "
414243,2019-07," 136,811 "," 50,620 "
414280,2019-07," 158,043 "," 58,476 "
414292,2019-07," 78,735 "," 29,132 "
414295,2019-07," 965,595 "," 357,270 "
414298,2019-07," 80,650 "," 29,840 "
414345,2019-07," 131,807 "," 48,769 "
414356,2019-07," 227,358 "," 84,122 "
414398,2019-07," 174,139 "," 64,431 "
414425,2019-07," 163,607 "," 60,534 "
414430,2019-07," 174,445 "," 64,545 "
414441,2019-07," 442,405 "," 163,690 "
414449,2019-07," 368,428 "," 136,318 "
414450,2019-07," 38,848 "," 14,374 "
414454,2019-07," 55,611 "," 20,576 "
414456,2019-07," 70,933 "," 26,245 "
414460,2019-07," 24,175 "," 8,945 "
414470,2019-07," 301,677 "," 111,620 "
414491,2019-07," 342,196 "," 126,613 "
414495,2019-07," 179,482 "," 66,408 "
414500,2019-07," 128,271 "," 47,460 "
414503,2019-07," 182,416 "," 67,494 "
414508,2019-07," 285,230 "," 105,535 "
414520,2019-07," 570,762 "," 211,182 "
414532,2019-07," 389,028 "," 143,941 "
414533,2019-07," 689,876 "," 255,254 "
414539,2019-07," 11,476 "," 4,246 "
414550,2019-07," 152,550 "," 56,443 "
414558,2019-07," 34,352 "," 12,710 "
414569,2019-07," 239,708 "," 88,692 "
414573,2019-07," 37,439 "," 13,852 "
414574,2019-07," 153,734 "," 56,882 "
414656,2019-07," 131,554 "," 48,675 "
414664,2019-07," 344,189 "," 127,350 "
414680,2019-07," 125,917 "," 46,589 "
414712,2019-07," 69,725 "," 25,798 "
414714,2019-07," 736,167 "," 272,382 "
414716,2019-07," 251,573 "," 93,082 "
414731,2019-07," 478,571 "," 177,071 "
414733,2019-07," 381,239 "," 141,058 "
414735,2019-07," 236,731 "," 87,591 "
414749,2019-07," 19,097 "," 7,066 "
414750,2019-07," 104,974 "," 38,840 "
414755,2019-07," 63,887 "," 23,638 "
414785,2019-07," 249,382 "," 92,271 "
414803,2019-07," 58,993 "," 21,827 "
414812,2019-07," 249,897 "," 92,462 "
414814,2019-07," 102,405 "," 37,890 "
414817,2019-07," 569,409 "," 210,681 "
414823,2019-07," 644,806 "," 238,578 "
414829,2019-07," 434,242 "," 160,670 "
414841,2019-07," 425,728 "," 157,519 "
414864,2019-07," 250,176 "," 92,565 "
414867,2019-07," 770,793 "," 285,193 "
414868,2019-07," 308,587 "," 114,177 "
414871,2019-07," 202,240 "," 74,829 "
414876,2019-07," 1,368,640 "," 506,397 "
414881,2019-07," 49,369 "," 18,267 "
414884,2019-07," 282,599 "," 104,562 "
414918,2019-07," 60,547 "," 22,402 "
414958,2019-07," 129,592 "," 47,949 "
414959,2019-07," 121,141 "," 44,822 "
414963,2019-07," 147,317 "," 54,507 "
414970,2019-07," 279,524 "," 103,424 "
414983,2019-07," 472,239 "," 174,728 "
415001,2019-07," 140,283 "," 51,905 "
415010,2019-07," 340,555 "," 126,005 "
415031,2019-07," 219,842 "," 81,341 "
415045,2019-07," 130,816 "," 48,402 "
415064,2019-07," 34,314 "," 12,696 "
415083,2019-07," 685,449 "," 253,616 "
415094,2019-07," 445,212 "," 164,728 "
415112,2019-07," 378,806 "," 140,158 "
415115,2019-07," 146,700 "," 54,279 "
415124,2019-07," 73,130 "," 27,058 "
415127,2019-07," 136,465 "," 50,492 "
415130,2019-07," 252,339 "," 93,365 "
415132,2019-07," 191,474 "," 70,845 "
415183,2019-07," 248,126 "," 91,807 "
415198,2019-07," 302,385 "," 111,883 "
415203,2019-07," 149,594 "," 55,350 "
415211,2019-07," 228,390 "," 84,504 "
415216,2019-07," 298,034 "," 110,273 "
415222,2019-07," 169,564 "," 62,739 "
415229,2019-07," 324,343 "," 120,007 "
415238,2019-07," 134,113 "," 49,622 "
415287,2019-07," 114,088 "," 42,213 "
415294,2019-07," 73,744 "," 27,285 "
415303,2019-07," 162,857 "," 60,257 "
415314,2019-07," 82,888 "," 30,669 "
415325,2019-07," 76,556 "," 28,326 "
415333,2019-07," 585,606 "," 216,674 "
415343,2019-07," 111,341 "," 41,196 "
415348,2019-07," 153,524 "," 56,804 "
415361,2019-07," 41,038 "," 15,184 "
415406,2019-07," 187,422 "," 69,346 "
415410,2019-07," 315,208 "," 116,627 "
415429,2019-07," 99,762 "," 36,912 "
415445,2019-07," 112,129 "," 41,488 "
415470,2019-07," 265,758 "," 98,330 "
415486,2019-07," 156,463 "," 57,891 "
415488,2019-07," 174,782 "," 64,669 "
415504,2019-07," 269,478 "," 99,707 "
415507,2019-07," 207,197 "," 76,663 "
415509,2019-07," 112,733 "," 41,711 "
415513,2019-07," 110,943 "," 41,049 "
415517,2019-07," 143,791 "," 53,203 "
415523,2019-07," 71,016 "," 26,276 "
415526,2019-07," 325,601 "," 120,472 "
415539,2019-07," 116,415 "," 43,074 "
415567,2019-07," 286,373 "," 105,958 "
415575,2019-07," 176,831 "," 65,427 "
415641,2019-07," 83,893 "," 31,041 "
415645,2019-07," 152,859 "," 56,558 "
415652,2019-07," 263,231 "," 97,395 "
415658,2019-07," 171,886 "," 63,598 "
416102,2019-07," 184,684 "," 68,333 "
416540,2019-07," 175,726 "," 65,019 "
417114,2019-07," 213,486 "," 78,990 "
417469,2019-07," 85,362 "," 31,584 "
417486,2019-07," 211,271 "," 78,170 "
417643,2019-07," 151,739 "," 56,143 "
417646,2019-07," 248,548 "," 91,963 "
417880,2019-07," 88,725 "," 32,828 "
417949,2019-07," 92,474 "," 34,215 "
420123,2019-07," 99,023 "," 36,638 "
420291,2019-07," 420,051 "," 155,419 "
420292,2019-07," 58,257 "," 21,555 "
420336,2019-07," 182,514 "," 67,530 "
420389,2019-07," 418,457 "," 154,829 "
420390,2019-07," 61,341 "," 22,696 "
420400,2019-07," 60,875 "," 22,524 "
420416,2019-07," 34,256 "," 12,675 "
420478,2019-07," 54,920 "," 20,320 "
420497,2019-07," 202,830 "," 75,047 "
420645,2019-07," 37,473 "," 13,865 "
420661,2019-07," 102,822 "," 38,044 "
420666,2019-07," 233,021 "," 86,218 "
420741,2019-07," 775,161 "," 286,810 "
420785,2019-07," 322,549 "," 119,343 "
420800,2019-07," 22,511 "," 8,329 "
420801,2019-07," 84,067 "," 31,105 "
420812,2019-07," 29,185 "," 10,799 "
420819,2019-07, 3 , 1 
420889,2019-07," 659,825 "," 244,135 "
420894,2019-07," 52,667 "," 19,487 "
420895,2019-07," 98,132 "," 36,309 "
420898,2019-07," 172,027 "," 63,650 "
420908,2019-07," 155,075 "," 57,378 "
420934,2019-07," 122,395 "," 45,286 "
421005,2019-07," 246,026 "," 91,029 "
421069,2019-07," 235,224 "," 87,033 "
421084,2019-07," 628,486 "," 232,540 "
421110,2019-07," 316,883 "," 117,247 "
421141,2019-07," 625,939 "," 231,597 "
421168,2019-07," 150,050 "," 55,519 "
421261,2019-07," 247,036 "," 91,403 "
421335,2019-07," 205,716 "," 76,115 "
421359,2019-07," 181,375 "," 67,109 "
421409,2019-07," 372,854 "," 137,956 "
421491,2019-07," 127,094 "," 47,025 "
421507,2019-07," 35,682 "," 13,202 "
421514,2019-07," 529,058 "," 195,752 "
421552,2019-07," 205,311 "," 75,965 "
421562,2019-07," 325,283 "," 120,355 "
421577,2019-07," 241,418 "," 89,325 "
421616,2019-07," 224,845 "," 83,193 "
421630,2019-07," 113,707 "," 42,072 "
421632,2019-07," 26,306 "," 9,733 "
421642,2019-07," 211,916 "," 78,409 "
421652,2019-07," 108,558 "," 40,166 "
421667,2019-07," 87,238 "," 32,278 "
421687,2019-07," 25,120 "," 9,295 "
421695,2019-07," 101,601 "," 37,593 "
421698,2019-07," 319,678 "," 118,281 "
421702,2019-07," 605,548 "," 224,053 "
421707,2019-07," 312,904 "," 115,774 "
421708,2019-07," 187,865 "," 69,510 "
421709,2019-07," 149,535 "," 55,328 "
421738,2019-07," 184,648 "," 68,320 "
421757,2019-07," 214,847 "," 79,493 "
421777,2019-07," 546,279 "," 202,123 "
421789,2019-07," 352,408 "," 130,391 "
421804,2019-07," 300,870 "," 111,322 "
421805,2019-07," 895,966 "," 331,507 "
421813,2019-07," 82,666 "," 30,587 "
421873,2019-07," 281,787 "," 104,261 "
421876,2019-07," 90,811 "," 33,600 "
421877,2019-07," 278,515 "," 103,051 "
421878,2019-07," 26,051 "," 9,639 "
421900,2019-07," 329,450 "," 121,897 "
421918,2019-07," 15,648 "," 5,790 "
421953,2019-07," 3,407 "," 1,261 "
422010,2019-07," 102,487 "," 37,920 "
422037,2019-07," 223,804 "," 82,807 "
422044,2019-07," 212,633 "," 78,674 "
422049,2019-07," 290,870 "," 107,622 "
422055,2019-07," 289,982 "," 107,293 "
422099,2019-07," 64,605 "," 23,904 "
422103,2019-07," 290,052 "," 107,319 "
422109,2019-07," 179,095 "," 66,265 "
422138,2019-07," 7,386 "," 2,733 "
422139,2019-07," 100,579 "," 37,214 "
422146,2019-07," 304,172 "," 112,544 "
422168,2019-07," 171,440 "," 63,433 "
422194,2019-07," 325,256 "," 120,345 "
422202,2019-07," 52,983 "," 19,604 "
422218,2019-07," 654,912 "," 242,318 "
422234,2019-07," 60,724 "," 22,468 "
422239,2019-07," 85,474 "," 31,625 "
422278,2019-07," 305,883 "," 113,177 "
422294,2019-07," 321,673 "," 119,019 "
422329,2019-07," 150,526 "," 55,695 "
422332,2019-07," 131,338 "," 48,595 "
422336,2019-07," 317,094 "," 117,325 "
422363,2019-07," 43,863 "," 16,229 "
422431,2019-07," 256,465 "," 94,892 "
422442,2019-07," 341,686 "," 126,424 "
422447,2019-07," 483,863 "," 179,029 "
422454,2019-07," 110,400 "," 40,848 "
422457,2019-07," 34,677 "," 12,830 "
422459,2019-07," 38,828 "," 14,366 "
422460,2019-07," 8,684 "," 3,213 "
422466,2019-07," 38,636 "," 14,295 "
422504,2019-07," 158,752 "," 58,738 "
422525,2019-07," 17,008 "," 6,293 "
422570,2019-07," 175,287 "," 64,856 "
422632,2019-07," 30,436 "," 11,261 "
422655,2019-07," 41,183 "," 15,238 "
422658,2019-07," 10,193 "," 3,771 "
422701,2019-07," 6,463 "," 2,391 "
422764,2019-07," 194,270 "," 71,880 "
422765,2019-07," 33,415 "," 12,364 "
422777,2019-07," 80,926 "," 29,943 "
422781,2019-07," 27,340 "," 10,116 "
422785,2019-07," 52,596 "," 19,461 "
422792,2019-07," 29,684 "," 10,983 "
422796,2019-07," 85,473 "," 31,625 "
422817,2019-07," 149,251 "," 55,223 "
422930,2019-07," 11,473 "," 4,245 "
422944,2019-07," 88,321 "," 32,679 "
422954,2019-07," 97,282 "," 35,994 "
422978,2019-07," 73,155 "," 27,067 "
423000,2019-07," 394,914 "," 146,118 "
423036,2019-07," 61,494 "," 22,753 "
423096,2019-07," 399,074 "," 147,658 "
423203,2019-07," 139,756 "," 51,710 "
423224,2019-07," 172,127 "," 63,687 "
423372,2019-07," 391,121 "," 144,715 "
423379,2019-07," 1,226,949 "," 453,971 "
423390,2019-07," 124,529 "," 46,076 "
423402,2019-07," 386,099 "," 142,857 "
423413,2019-07," 548,769 "," 203,045 "
423492,2019-07," 677,040 "," 250,505 "
423536,2019-07," 339,024 "," 125,439 "
423542,2019-07," 139,575 "," 51,643 "
423571,2019-07," 363,939 "," 134,658 "
423634,2019-07," 186,337 "," 68,945 "
423754,2019-07," 202,931 "," 75,084 "
423779,2019-07, 891 , 330 
423784,2019-07," 243,396 "," 90,056 "
423829,2019-07," 323,097 "," 119,546 "
423885,2019-07," 453,991 "," 167,976 "
423993,2019-07," 50,386 "," 18,643 "
424117,2019-07," 82,357 "," 30,472 "
424190,2019-07," 5,785 "," 2,141 "
424273,2019-07," 4,996 "," 1,849 "
424273,2019-07," 76,989 "," 28,486 "
424311,2019-07," 578,633 "," 214,094 "
424430,2019-07, 897 , 332 
424463,2019-07," 347,409 "," 128,541 "
424463,2019-07, 679 , 251 
424473,2019-07," 136,104 "," 50,358 "
424599,2019-07," 70,648 "," 26,140 "
424747,2019-07," 695,319 "," 257,268 "
424751,2019-07," 672,719 "," 248,906 "
424848,2019-07," 511,245 "," 189,161 "
424877,2019-07," 18,457 "," 6,829 "
424951,2019-07," 942,724 "," 348,808 "
425068,2019-07," 388,197 "," 143,633 "
425128,2019-07," 13,662 "," 5,055 "
425185,2019-07," 30,203 "," 11,175 "
425273,2019-07," 259,168 "," 95,892 "
425362,2019-07," 250,628 "," 92,732 "
425493,2019-07," 392,491 "," 145,222 "
425498,2019-07," 62,627 "," 23,172 "
425507,2019-07," 235,218 "," 87,031 "
425539,2019-07," 570,051 "," 210,919 "
425584,2019-07," 109,885 "," 40,658 "
425585,2019-07," 97,783 "," 36,180 "
425605,2019-07," 20,955 "," 7,753 "
425686,2019-07," 150,598 "," 55,721 "
425767,2019-07," 167,668 "," 62,037 "
425925,2019-07," 295,088 "," 109,182 "
425965,2019-07," 150,694 "," 55,757 "
426039,2019-07," 382,735 "," 141,612 "
426050,2019-07," 161,073 "," 59,597 "
426125,2019-07," 3,544 "," 1,311 "
426199,2019-07," 129,404 "," 47,879 "
426284,2019-07," 142,674 "," 52,789 "
426443,2019-07," 35,409 "," 13,101 "
426562,2019-07," 561,566 "," 207,779 "
426563,2019-07," 673,918 "," 249,350 "
426606,2019-07," 284,393 "," 105,225 "
426632,2019-07," 40,932 "," 15,145 "
426677,2019-07," 54,380 "," 20,121 "
426678,2019-07," 119,798 "," 44,325 "
426731,2019-07," 143,885 "," 53,237 "
426849,2019-07," 96,362 "," 35,654 "
426888,2019-07," 92,487 "," 34,220 "
426895,2019-07," 60,025 "," 22,209 "
427121,2019-07," 568,968 "," 210,518 "
427156,2019-07," 2,906 "," 1,075 "
427158,2019-07," 81,838 "," 30,280 "
427457,2019-07," 93,546 "," 34,612 "
427458,2019-07," 56,080 "," 20,749 "
427533,2019-07," 55,222 "," 20,432 "
427634,2019-07," 1,075,818 "," 398,053 "
427666,2019-07," 229,626 "," 84,962 "
427742,2019-07," 96,665 "," 35,766 "
427769,2019-07," 105,335 "," 38,974 "
427850,2019-07," 127,320 "," 47,108 "
428005,2019-07," 201,575 "," 74,583 "
428107,2019-07," 65,744 "," 24,325 "
428263,2019-07," 23,591 "," 8,729 "
428276,2019-07," 138,054 "," 51,080 "
428560,2019-07," 183,035 "," 67,723 "
428760,2019-07," 23,045 "," 8,527 "
428846,2019-07," 191,905 "," 71,005 "
428942,2019-07," 310,942 "," 115,048 "
423754-1,2019-07," 77,769 "," 28,775 "
071368,2019-08," 479,044 "," 177,246 "
076189,2019-08," 41,011 "," 15,174 "
079013,2019-08," 229,383 "," 84,872 "
079720,2019-08," 155,977 "," 57,711 "
081400,2019-08," 90,678 "," 33,551 "
082587,2019-08," 427,299 "," 158,101 "
084045,2019-08," 456,394 "," 168,866 "
084154,2019-08," 708,941 "," 262,308 "
085059,2019-08, 798 , 295 
086054,2019-08," 66,074 "," 24,447 "
086823,2019-08," 132,352 "," 48,970 "
088920,2019-08," 87,804 "," 32,488 "
350641,2019-08," 79,249 "," 29,322 "
350766,2019-08," 376,363 "," 139,254 "
352673,2019-08," 339,241 "," 125,519 "
353260,2019-08," 32,633 "," 12,074 "
353928,2019-08," 484,458 "," 179,249 "
353993,2019-08," 23,250 "," 8,603 "
354876,2019-08," 181,703 "," 67,230 "
357129,2019-08," 174,741 "," 64,654 "
360307,2019-08," 372,431 "," 137,800 "
364799,2019-08," 295,388 "," 109,294 "
400085,2019-08," 36,053 "," 13,340 "
400209,2019-08," 38,182 "," 14,127 "
400772,2019-08," 264,187 "," 97,749 "
402039,2019-08," 232,497 "," 86,024 "
402780,2019-08," 124,474 "," 46,056 "
404933,2019-08," 124,295 "," 45,989 "
407950,2019-08," 74,266 "," 27,479 "
410273,2019-08," 1,129,631 "," 417,963 "
410332,2019-08," 144,543 "," 53,481 "
410798,2019-08," 285,927 "," 105,793 "
410831,2019-08," 377,140 "," 139,542 "
411970,2019-08," 208,635 "," 77,195 "
412370,2019-08," 133,651 "," 49,451 "
412466,2019-08," 105,962 "," 39,206 "
412490,2019-08," 239,477 "," 88,606 "
412494,2019-08," 663,111 "," 245,351 "
412921,2019-08," 141,036 "," 52,183 "
412922,2019-08," 172,639 "," 63,877 "
412923,2019-08," 499,034 "," 184,643 "
412940,2019-08," 70,108 "," 25,940 "
413258,2019-08," 262,279 "," 97,043 "
413314,2019-08," 205,252 "," 75,943 "
413319,2019-08," 173,157 "," 64,068 "
413358,2019-08," 1,224,970 "," 453,239 "
413363,2019-08," 368,720 "," 136,426 "
413366,2019-08," 160,038 "," 59,214 "
413369,2019-08," 487,729 "," 180,460 "
413372,2019-08," 88,452 "," 32,727 "
413374,2019-08," 257,700 "," 95,349 "
413385,2019-08," 46,381 "," 17,161 "
413407,2019-08," 98,148 "," 36,315 "
413414,2019-08," 104,644 "," 38,718 "
413420,2019-08," 416,041 "," 153,935 "
413426,2019-08," 353,374 "," 130,748 "
413427,2019-08," 190,104 "," 70,339 "
413428,2019-08," 114,444 "," 42,344 "
413481,2019-08," 278,394 "," 103,006 "
413492,2019-08," 148,075 "," 54,788 "
413519,2019-08," 131,598 "," 48,691 "
413529,2019-08," 83,881 "," 31,036 "
413530,2019-08," 38,629 "," 14,293 "
413534,2019-08," 153,473 "," 56,785 "
413541,2019-08," 134,250 "," 49,673 "
413544,2019-08," 209,278 "," 77,433 "
413550,2019-08," 200,599 "," 74,222 "
413551,2019-08," 157,965 "," 58,447 "
413558,2019-08," 300,681 "," 111,252 "
413570,2019-08," 409,747 "," 151,606 "
413586,2019-08," 119,924 "," 44,372 "
413596,2019-08," 177,967 "," 65,848 "
413600,2019-08," 121,718 "," 45,036 "
413677,2019-08," 96,386 "," 35,663 "
413683,2019-08," 639,488 "," 236,611 "
413692,2019-08," 389,454 "," 144,098 "
413727,2019-08," 202,533 "," 74,937 "
413729,2019-08," 173,205 "," 64,086 "
413732,2019-08," 490,439 "," 181,462 "
413739,2019-08," 506,097 "," 187,256 "
413762,2019-08," 153,304 "," 56,722 "
413773,2019-08," 133,588 "," 49,428 "
413791,2019-08," 328,491 "," 121,542 "
413798,2019-08," 189,702 "," 70,190 "
413801,2019-08," 68,769 "," 25,444 "
413802,2019-08," 99,002 "," 36,631 "
413803,2019-08," 253,917 "," 93,949 "
413805,2019-08," 19,841 "," 7,341 "
413809,2019-08," 196,234 "," 72,606 "
413812,2019-08," 186,228 "," 68,904 "
413813,2019-08," 322,101 "," 119,177 "
413843,2019-08," 124,231 "," 45,965 "
413846,2019-08," 10,928 "," 4,043 "
413870,2019-08," 252,768 "," 93,524 "
413886,2019-08," 141,994 "," 52,538 "
413893,2019-08," 404,831 "," 149,787 "
413901,2019-08," 168,213 "," 62,239 "
413930,2019-08," 90,029 "," 33,311 "
413994,2019-08," 88,861 "," 32,879 "
414002,2019-08," 198,298 "," 73,370 "
414060,2019-08," 184,169 "," 68,142 "
414065,2019-08," 193,177 "," 71,475 "
414103,2019-08," 600,104 "," 222,038 "
414160,2019-08," 181,716 "," 67,235 "
414174,2019-08," 336,432 "," 124,480 "
414181,2019-08," 388,196 "," 143,632 "
414211,2019-08," 566,689 "," 209,675 "
414216,2019-08," 22,034 "," 8,153 "
414223,2019-08," 67,531 "," 24,987 "
414225,2019-08," 221,499 "," 81,955 "
414243,2019-08," 152,387 "," 56,383 "
414280,2019-08," 155,933 "," 57,695 "
414292,2019-08," 86,443 "," 31,984 "
414295,2019-08," 1,032,938 "," 382,187 "
414298,2019-08," 88,452 "," 32,727 "
414345,2019-08," 141,340 "," 52,296 "
414356,2019-08," 237,323 "," 87,809 "
414398,2019-08," 179,233 "," 66,316 "
414425,2019-08," 171,179 "," 63,336 "
414430,2019-08," 173,976 "," 64,371 "
414441,2019-08," 448,681 "," 166,012 "
414449,2019-08," 385,308 "," 142,564 "
414450,2019-08," 36,740 "," 13,594 "
414454,2019-08," 56,419 "," 20,875 "
414456,2019-08," 75,176 "," 27,815 "
414460,2019-08," 24,138 "," 8,931 "
414470,2019-08," 328,876 "," 121,684 "
414491,2019-08," 352,498 "," 130,424 "
414495,2019-08," 183,116 "," 67,753 "
414500,2019-08," 132,503 "," 49,026 "
414503,2019-08," 192,501 "," 71,225 "
414508,2019-08," 304,218 "," 112,561 "
414520,2019-08," 622,198 "," 230,213 "
414532,2019-08," 432,946 "," 160,190 "
414533,2019-08," 736,684 "," 272,573 "
414539,2019-08," 12,272 "," 4,541 "
414550,2019-08," 162,050 "," 59,959 "
414558,2019-08," 36,479 "," 13,497 "
414569,2019-08," 252,161 "," 93,300 "
414573,2019-08," 41,820 "," 15,473 "
414574,2019-08," 166,279 "," 61,523 "
414656,2019-08," 141,756 "," 52,450 "
414664,2019-08," 339,372 "," 125,568 "
414680,2019-08," 132,221 "," 48,922 "
414712,2019-08," 68,813 "," 25,461 "
414714,2019-08," 777,101 "," 287,527 "
414716,2019-08," 259,460 "," 96,000 "
414731,2019-08," 510,886 "," 189,028 "
414733,2019-08," 385,152 "," 142,506 "
414735,2019-08," 229,812 "," 85,030 "
414749,2019-08," 18,466 "," 6,832 "
414750,2019-08," 114,803 "," 42,477 "
414755,2019-08," 64,776 "," 23,967 "
414761,2019-08," 81,887 "," 30,298 "
414785,2019-08," 266,017 "," 98,426 "
414803,2019-08," 64,724 "," 23,948 "
414812,2019-08," 256,449 "," 94,886 "
414814,2019-08," 107,749 "," 39,867 "
414817,2019-08," 616,688 "," 228,175 "
414823,2019-08," 677,780 "," 250,779 "
414829,2019-08," 445,837 "," 164,960 "
414841,2019-08," 438,468 "," 162,233 "
414864,2019-08," 256,239 "," 94,808 "
414867,2019-08," 799,154 "," 295,687 "
414868,2019-08," 312,501 "," 115,626 "
414871,2019-08," 203,398 "," 75,257 "
414876,2019-08," 1,419,990 "," 525,396 "
414881,2019-08," 57,717 "," 21,355 "
414884,2019-08," 304,175 "," 112,545 "
414918,2019-08," 68,290 "," 25,267 "
414958,2019-08," 143,860 "," 53,228 "
414959,2019-08," 145,919 "," 53,990 "
414963,2019-08," 150,520 "," 55,693 "
414970,2019-08," 295,480 "," 109,328 "
414983,2019-08," 488,453 "," 180,728 "
414995,2019-08," 2,645 ", 979 
415001,2019-08," 138,816 "," 51,362 "
415010,2019-08," 371,016 "," 137,276 "
415031,2019-08," 222,434 "," 82,301 "
415045,2019-08," 142,272 "," 52,641 "
415064,2019-08," 38,776 "," 14,347 "
415083,2019-08," 693,367 "," 256,546 "
415094,2019-08," 450,824 "," 166,805 "
415112,2019-08," 389,209 "," 144,007 "
415115,2019-08," 152,445 "," 56,405 "
415124,2019-08," 81,559 "," 30,177 "
415127,2019-08," 156,150 "," 57,775 "
415130,2019-08," 261,562 "," 96,778 "
415132,2019-08," 205,677 "," 76,100 "
415183,2019-08," 278,534 "," 103,057 "
415198,2019-08," 304,531 "," 112,677 "
415203,2019-08," 163,713 "," 60,574 "
415211,2019-08," 237,770 "," 87,975 "
415216,2019-08," 302,352 "," 111,870 "
415222,2019-08," 175,405 "," 64,900 "
415229,2019-08," 326,938 "," 120,967 "
415238,2019-08," 138,602 "," 51,283 "
415287,2019-08," 120,323 "," 44,520 "
415294,2019-08," 82,733 "," 30,611 "
415303,2019-08," 167,474 "," 61,966 "
415314,2019-08," 106,324 "," 39,340 "
415325,2019-08," 92,850 "," 34,355 "
415333,2019-08," 635,313 "," 235,066 "
415343,2019-08," 115,367 "," 42,686 "
415348,2019-08," 163,171 "," 60,373 "
415361,2019-08," 42,465 "," 15,712 "
415406,2019-08," 186,870 "," 69,142 "
415410,2019-08," 325,530 "," 120,446 "
415429,2019-08," 105,254 "," 38,944 "
415445,2019-08," 119,483 "," 44,209 "
415470,2019-08," 282,632 "," 104,574 "
415486,2019-08," 170,572 "," 63,112 "
415488,2019-08," 182,617 "," 67,568 "
415504,2019-08," 254,114 "," 94,022 "
415507,2019-08," 210,754 "," 77,979 "
415509,2019-08," 124,893 "," 46,211 "
415513,2019-08," 118,047 "," 43,677 "
415517,2019-08," 144,896 "," 53,611 "
415523,2019-08," 80,392 "," 29,745 "
415526,2019-08," 343,240 "," 126,999 "
415539,2019-08," 123,300 "," 45,621 "
415567,2019-08," 308,193 "," 114,031 "
415575,2019-08," 186,875 "," 69,144 "
415641,2019-08," 85,440 "," 31,613 "
415645,2019-08," 155,545 "," 57,552 "
415652,2019-08," 239,496 "," 88,613 "
415658,2019-08," 178,607 "," 66,085 "
416102,2019-08," 189,896 "," 70,262 "
416540,2019-08," 218,411 "," 80,812 "
417114,2019-08," 273,696 "," 101,267 "
417469,2019-08," 88,454 "," 32,728 "
417486,2019-08," 231,720 "," 85,736 "
417643,2019-08," 159,270 "," 58,930 "
417646,2019-08," 267,769 "," 99,074 "
417880,2019-08," 96,737 "," 35,793 "
417949,2019-08," 102,299 "," 37,851 "
420123,2019-08," 102,987 "," 38,105 "
420291,2019-08," 530,388 "," 196,244 "
420292,2019-08," 65,327 "," 24,171 "
420336,2019-08," 196,345 "," 72,648 "
420389,2019-08," 442,175 "," 163,605 "
420390,2019-08," 71,779 "," 26,558 "
420400,2019-08," 58,904 "," 21,794 "
420416,2019-08," 36,647 "," 13,559 "
420478,2019-08," 12,054 "," 4,460 "
420497,2019-08," 223,565 "," 82,719 "
420645,2019-08," 44,774 "," 16,567 "
420661,2019-08," 101,770 "," 37,655 "
420666,2019-08," 255,809 "," 94,649 "
420741,2019-08," 806,068 "," 298,245 "
420785,2019-08," 354,911 "," 131,317 "
420800,2019-08," 1,629 ", 603 
420801,2019-08," 87,563 "," 32,398 "
420812,2019-08," 36,268 "," 13,419 "
420819,2019-08, 23 , 9 
420889,2019-08," 679,473 "," 251,405 "
420894,2019-08," 44,687 "," 16,534 "
420895,2019-08," 103,112 "," 38,151 "
420898,2019-08," 178,898 "," 66,192 "
