scrape,wmsite,dateaccess,dispensaryname,address,city,zipcode
101,"http://weedmaps.com/dispensaries/pacific-green-puyallup","2015-11-22"," Pacific Green &amp; Delivery - Puyallup ","6223 112th St E, Puyallup, WA 98373","Puyallup","98373"
127,"http://weedmaps.com/dispensaries/pacific-green-puyallup","2016-05-22"," Pacific Green & Delivery - Puyallup ","6223 112th St E, Puyallup, WA 98373","Puyallup","98373"
101,"http://weedmaps.com/dispensaries/pacific-kush","2015-11-22","Pacific Kush","4002 Pacific Ave, Tacoma, WA 98418","Tacoma","98418"
127,"http://weedmaps.com/dispensaries/pacific-kush","2016-05-23","Pacific Kush","4002 Pacific Ave, Tacoma, WA 98418","Tacoma","98418"
101,"http://weedmaps.com/dispensaries/paper-and-leaf","2015-11-22","Paper and Leaf","8040 Day Road West Building 3 Unit 1, Bainbridge Island, WA 98110","Bainbridge Island","98110"
127,"http://weedmaps.com/dispensaries/paper-and-leaf","2016-05-22","Paper and Leaf","8040 Day Road West Building 3 Unit 1, Bainbridge Island, WA 98110","Bainbridge Island","98110"
101,"http://weedmaps.com/dispensaries/people-s-collective","2015-11-22","PEOPLE'S COLLECTIVE","2570 Ocean Ave, Raymond, WA 98577","Raymond","98577"
101,"http://weedmaps.com/dispensaries/ph-scientific-concentrates","2015-11-22","Happy Daze Grass ","18325 E. Appleway Ave., Spokane Valley, Washington 99016","Spokane Valley","99016"
101,"http://weedmaps.com/dispensaries/product-development-collective-2","2015-11-22","product development collective","1628 A State Route 105, Grayland, Washington 98547","Grayland","98547"
127,"http://weedmaps.com/dispensaries/product-development-collective-2","2016-05-22","Product Development Collective","1628 A State Route 105, Grayland, Washington 98547","Grayland","98547"
101,"http://weedmaps.com/dispensaries/qualified-patients-care","2015-11-22","QPC - Quality Patient Care","13224 Hwy 99, Everett, WA 98204","Everett","98204"
101,"http://weedmaps.com/dispensaries/rainier-alternative-medicine-clones","2015-11-22","Rainier Alternative Medicine","5303 Rainier Ave S., Seattle, WA 98118","Seattle","98118"
127,"http://weedmaps.com/dispensaries/rainier-alternative-medicine-clones","2016-05-22","Rainier Alternative Medicine","5303 Rainier Ave S., Seattle, WA 98118","Seattle","98118"
101,"http://weedmaps.com/dispensaries/rainier-xpress","2015-11-21","Rainier Xpress ","322 4th Ave E, Olympia, Wa 98501","Olympia","98501"
127,"http://weedmaps.com/dispensaries/rainier-xpress","2016-05-22","Rainier Xpress ","322 4th Ave E, Olympia, Wa 98501","Olympia","98501"
101,"http://weedmaps.com/dispensaries/seashore-collective","2015-11-21","SEASHORE COLLECTIVE","17517 15th Ave NE Suite 201, Shoreline, WA 98155","Shoreline","98155"
127,"http://weedmaps.com/dispensaries/seashore-collective","2016-05-22","SEASHORE COLLECTIVE","17517 15th Ave NE Suite 201, Shoreline, WA 98155","Shoreline","98155"
101,"http://weedmaps.com/dispensaries/seattle-cannabis-company","2015-11-22","Seattle Cannabis Company","3230 1st Ave South, Seattle, WA 98134","Seattle","98134"
127,"http://weedmaps.com/dispensaries/seattle-cannabis-company","2016-05-22","Seattle Cannabis Company","3230 1st Ave South, Seattle, WA 98134","Seattle","98134"
101,"http://weedmaps.com/dispensaries/seattle-medical-marijuana-association","2015-11-22","Seattle Medical Marijuana Association, SMMA","4465 Fremont Ave N., Seattle, WA 98103","Seattle","98103"
101,"http://weedmaps.com/dispensaries/seattle-quality-collective","2015-11-22","Seattle Quality Collective","13760 Aurora Avenue North, Seattle, Washington 98133","Seattle","98133"
127,"http://weedmaps.com/dispensaries/seattle-quality-collective","2016-05-22","Seattle Quality Collective","13760 Aurora Avenue North, Seattle, Washington 98133","Seattle","98133"
101,"http://weedmaps.com/dispensaries/skagit-valley-collective-3","2015-11-21","Skagit Valley Collective","20291 HWY 20, Burlington, WA 98284","Burlington","98284"
101,"http://weedmaps.com/dispensaries/smoke-time","2015-11-21","Smoke Time ","18820 Aurora Ave N. #206, Shoreline, WA 98133","Shoreline","98133"
127,"http://weedmaps.com/dispensaries/smoke-time","2016-05-22","Smoke Time ","18820 Aurora Ave N. #206, Shoreline, WA 98133","Shoreline","98133"
101,"http://weedmaps.com/dispensaries/sound-remedies-next-to-longston-place-cinemas","2015-11-22","Sound Remedies","13507 Meridian Ave Ste M, Next To Longston Place Regal Cinemas, Puyallup, WA 98373","Puyallup","98373"
127,"http://weedmaps.com/dispensaries/sound-remedies-next-to-longston-place-cinemas","2016-05-23","Sound Remedies","13507 Meridian Ave Ste M, Next To Longston Place Regal Cinemas, Puyallup, WA 98373","Puyallup","98373"
101,"http://weedmaps.com/dispensaries/south-king-holistic","2015-11-22","South King Holistic","2824 S. 252nd St., Kent, Wa 98032","Kent","98032"
101,"http://weedmaps.com/dispensaries/sparket-420-alternative-health","2015-11-21","Sparket 420 Alternative Health","1403 E. First St, Port Angeles, WA 98362","Port Angeles","98362"
127,"http://weedmaps.com/dispensaries/sparket-420-alternative-health","2016-05-22","Sparket 420 Alternative Health","1403 E. First St, Port Angeles, WA 98362","Port Angeles","98362"
101,"http://weedmaps.com/dispensaries/spocannabis-spokane","2015-11-21","Spocannabis ","120 E. Mission Ave, Spokane, Washington 99202","Spokane","99202"
101,"http://weedmaps.com/dispensaries/starbuds-seattle-dispensary","2015-11-22","Starbuds","2315 E. John St., Seattle, WA 98112","Seattle","98112"
101,"http://weedmaps.com/dispensaries/sweet-greens-north-west","2015-11-22","Sweet Greens Co-Op","20985 Old Hwy 99 SW, Centralia, WA 98531","Centralia","98531"
127,"http://weedmaps.com/dispensaries/sweet-greens-north-west","2016-05-22","Sweet Greens Co-Op","20985 Old Hwy 99 SW, Centralia, WA 98531","Centralia","98531"
101,"http://weedmaps.com/dispensaries/swinging-bridges","2015-11-22","Swinging Bridges","1781 Old Highway 99 North,, Burlington, WA 98233","Burlington","98233"
101,"http://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard","2015-11-22","Greenthumb Port Orchard","4978 Mile Hill Drive, Port Orchard, WA 98366","Port Orchard","98366"
101,"http://weedmaps.com/dispensaries/tacoma-greenthumb-silverdale","2015-11-22","Greenthumb Silverdale","2839 NW Kitsap Place #A, Silverdale, Wa 98383","Silverdale","98383"
101,"http://weedmaps.com/dispensaries/tacoma-healing-collective","2015-11-22","Tacoma Healing Collective","10625 Suite B Pacific Ave s., Tacoma, WA 98444","Tacoma","98444"
101,"http://weedmaps.com/dispensaries/tacoma-holistic-collective","2015-11-21","Tacoma Holistic Collective - Tacoma","3908 6th AVE STE B, Tacoma, Washington 98406","Tacoma","98406"
127,"http://weedmaps.com/dispensaries/tacoma-holistic-collective","2016-05-22","Tacoma Holistic Collective - Tacoma","3908 6th AVE STE B, Tacoma, Washington 98406","Tacoma","98406"
101,"http://weedmaps.com/dispensaries/tcc-2","2015-11-22","TCC ","6532 PACIFIC AVE, Tacoma, WA 98408","Tacoma","98408"
101,"http://weedmaps.com/dispensaries/tcc-2-2","2015-11-22","TCC 2","115 176TH ST, Spanaway, WA 98387","Spanaway","98387"
101,"http://weedmaps.com/dispensaries/the-cpc","2015-11-22","The CPC","74 S. Lucile St., South Seattle, WA 98134","South Seattle","98134"
127,"http://weedmaps.com/dispensaries/the-cpc","2016-05-22","The CPC","74 S. Lucile St., South Seattle, WA 98134","South Seattle","98134"
101,"http://weedmaps.com/dispensaries/the-happy-collective","2015-11-22","The Happy Collective","28114 N Newport Hwy Unit A, Chattaroy, Washington 99003","Chattaroy","99003"
127,"http://weedmaps.com/dispensaries/the-happy-collective","2016-05-23","The Happy Collective","28114 N Newport Hwy Unit A, Chattaroy, Washington 99003","Chattaroy","99003"
101,"http://weedmaps.com/dispensaries/the-healing-center-2-2","2015-11-22","The Healing Center of Olympia","316 Capitol Way N, Olympia, WA 98501","Olympia","98501"
101,"http://weedmaps.com/dispensaries/the-herbal-gardens-tacoma","2015-11-22","The Herbal Gardens","824 S 28th street, Tacoma, WA 98409","Tacoma","98409"
101,"http://weedmaps.com/dispensaries/the-herbal-generation-ll-3","2015-11-21","Magic Medicine ","15011 Meridian Ave E. suite C, Puyallup, Washington 98375","Puyallup","98375"
127,"http://weedmaps.com/dispensaries/the-herbal-generation-ll-3","2016-05-22","Magic Medicine ","15011 Meridian Ave E. suite C, Puyallup, Washington 98375","Puyallup","98375"
101,"http://weedmaps.com/dispensaries/the-joint-clearview","2015-11-22","The Joint Clearview ","16510 State Route 9 SE, Snohomish, WA 98296","Snohomish","98296"
101,"http://weedmaps.com/dispensaries/the-joint-cooperative-seattle","2015-11-22","The Joint Cooperative","5260 University Way NE, Seattle, WA 98105","Seattle","98105"
101,"http://weedmaps.com/dispensaries/the-joint-tacoma-dispensary","2015-11-22","Starbuds - SouthTacoma","4051 Tacoma Mall Blvd, Tacoma, WA 98409","Tacoma","98409"
101,"http://weedmaps.com/dispensaries/the-peaceful-choice-collective-garden","2015-11-22","THE PEACEFUL CHOICE","3401 N. Division St. Spokane, Spokane, WA 99207","Spokane","99207"
127,"http://weedmaps.com/dispensaries/the-peaceful-choice-collective-garden","2016-05-22","THE PEACEFUL CHOICE","3401 N. Division St. Spokane, Spokane, WA 99207","Spokane","99207"
101,"http://weedmaps.com/dispensaries/the-standard-in-holistic-health","2015-11-21","The Standard In Holistic Medicine","21110 Meridian E #A, Graham, Wa 98338","Graham","98338"
101,"http://weedmaps.com/dispensaries/the-summit-group","2015-11-22","Pacific Green &amp; Delivery - Tacoma","1119 South M St, Tacoma, Washington 98405","Tacoma","98405"
101,"http://weedmaps.com/dispensaries/the-tacoma-way-1","2015-11-22","The Tacoma Way ","2607 S Tacoma Way, Tacoma, Washington 98409","Tacoma","98409"
127,"http://weedmaps.com/dispensaries/the-tacoma-way-1","2016-05-22","The Tacoma Way ","2607 S Tacoma Way, Tacoma, Washington 98409","Tacoma","98409"
